,ASV,#lca rank,#lca taxon,#kingdom,#phylum,#class,#order,#family,#genus,#species,#method,OBIS-family,OBIS-genus,OBIS-FBname,OBIS-DemersPelag,OBIS-AnaCat,OBIS-Importance,Decision,Note
372,ASV563,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,lca,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
373,ASV564,species,Ondatra zibethicus,Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,best hit,NA,NA,NA,NA,NA,NA,,Muskrat
374,ASV565,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,best hit,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
375,ASV567,species,Sus scrofa,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,best hit,NA,NA,NA,NA,NA,NA,,
376,ASV572,species,Melanogrammus aeglefinus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,best hit,Gadidae,Melanogrammus,Haddock,demersal,oceanodromous,highly commercial,,
377,ASV574,family,Pleuronectidae,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,no identification,no identification,lca,NA,NA,NA,NA,NA,NA,,
378,ASV580,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
379,ASV581,species,Catostomus commersonii,Eukaryota,Chordata,Actinopteri,Cypriniformes,Catostomidae,Catostomus,Catostomus commersonii,lca,Catostomidae,Catostomus,White sucker,demersal,NA,minor commercial,,
380,ASV582,genus,Sebastes,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,no identification,lca,NA,NA,NA,NA,NA,NA,,
381,ASV586,species,Sus scrofa,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,lca,NA,NA,NA,NA,NA,NA,,
382,ASV587,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,best hit,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
383,ASV588,species,Alces alces,Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,Alces alces,best hit,NA,NA,NA,NA,NA,NA,,
384,ASV590,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,Gadidae,Gadus,Atlantic cod,benthopelagic,oceanodromous,highly commercial,,
385,ASV592,genus,Gadus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,no identification,lca,NA,NA,NA,NA,NA,NA,,
386,ASV600,species,Sus scrofa,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,best hit,NA,NA,NA,NA,NA,NA,,
387,ASV602,species,Sus scrofa,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,best hit,NA,NA,NA,NA,NA,NA,,
388,ASV604,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,NA,NA,NA,NA,NA,NA,,
389,ASV606,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,NA,NA,NA,NA,NA,NA,,
390,ASV607,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
391,ASV608,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,best hit,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
392,ASV609,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,lca,NA,NA,NA,NA,NA,NA,,
393,ASV611,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,best hit,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
394,ASV613,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
395,ASV614,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,best hit,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
396,ASV615,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
397,ASV617,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
398,ASV621,genus,Myoxocephalus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,no identification,lca,NA,NA,NA,NA,NA,NA,,
399,ASV624,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
400,ASV629,species,Sebastes mentella,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes mentella,best hit,Sebastidae,Sebastes,Beaked redfish,bathypelagic,oceanodromous,commercial,,
401,ASV633,species,Ceratoscopelus maderensis,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,Ceratoscopelus maderensis,best hit,Myctophidae,Ceratoscopelus,Madeira lantern fish,bathypelagic,oceanodromous,NA,,
402,ASV634,species,Hippoglossoides platessoides,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides,best hit,Pleuronectidae,Hippoglossoides,American plaice,demersal,oceanodromous,highly commercial,,
403,ASV635,genus,Fundulus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,no identification,lca,NA,NA,NA,NA,NA,NA,,
404,ASV636,species,Microgadus tomcod,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Microgadus,Microgadus tomcod,best hit,Gadidae,Microgadus,Atlantic tomcod,demersal,anadromous,minor commercial,,
405,ASV638,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
406,ASV640,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,best hit,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
407,ASV642,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,Gadidae,Gadus,Atlantic cod,benthopelagic,oceanodromous,highly commercial,,
408,ASV643,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
409,ASV644,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
410,ASV647,genus,Gadus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,no identification,lca,NA,NA,NA,NA,NA,NA,,
411,ASV649,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,best hit,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
412,ASV650,genus,Gadus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,no identification,lca,NA,NA,NA,NA,NA,NA,,
413,ASV653,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
414,ASV655,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,lca,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
415,ASV657,species,Syngnathus fuscus,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Syngnathus fuscus,best hit,Syngnathidae,Syngnathus,Northern pipefish,demersal,amphidromous,NA,,
416,ASV661,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
417,ASV668,species,Salmo trutta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta,best hit,Salmonidae,Salmo,Sea trout,pelagic-neritic,anadromous,commercial,,
418,ASV669,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,best hit,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
419,ASV671,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
420,ASV672,family,Osmeridae,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,no identification,no identification,lca,NA,NA,NA,NA,NA,NA,,
421,ASV673,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
422,ASV675,genus,Gasterosteus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,no identification,lca,NA,NA,NA,NA,NA,NA,,
423,ASV676,species,Chauliodus sloani,Eukaryota,Chordata,Actinopteri,Stomiiformes,Stomiidae,Chauliodus,Chauliodus sloani,best hit,Stomiidae,Chauliodus,Sloane's viperfish,bathypelagic,NA,NA,,
424,ASV677,species,Sebastes mentella,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes mentella,best hit,Sebastidae,Sebastes,Beaked redfish,bathypelagic,oceanodromous,commercial,,
425,ASV678,species,Alosa pseudoharengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa pseudoharengus,best hit,Alosidae,Alosa,Alewife,pelagic-neritic,anadromous,commercial,,
426,ASV679,species,Scomber scombrus,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,best hit,Scombridae,Scomber,Atlantic mackerel,pelagic-neritic,oceanodromous,highly commercial,,
427,ASV680,species,Sus scrofa,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,best hit,NA,NA,NA,NA,NA,NA,,
428,ASV683,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
429,ASV685,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,lca,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
430,ASV687,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,Gadidae,Gadus,Atlantic cod,benthopelagic,oceanodromous,highly commercial,,
431,ASV688,species,Ceratoscopelus maderensis,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,Ceratoscopelus maderensis,best hit,Myctophidae,Ceratoscopelus,Madeira lantern fish,bathypelagic,oceanodromous,NA,,
432,ASV689,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,lca,NA,NA,NA,NA,NA,NA,,
433,ASV690,species,Melanogrammus aeglefinus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,best hit,Gadidae,Melanogrammus,Haddock,demersal,oceanodromous,highly commercial,,
434,ASV695,species,Pholis gunnellus,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis gunnellus,best hit,Pholidae,Pholis,Rock gunnel,demersal,non-migratory,of no interest,,
435,ASV696,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
436,ASV697,species,Alosa pseudoharengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa pseudoharengus,best hit,Alosidae,Alosa,Alewife,pelagic-neritic,anadromous,commercial,,
437,ASV699,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
438,ASV702,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
439,ASV703,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
440,ASV708,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
441,ASV710,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,best hit,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
442,ASV715,species,Citharichthys arctifrons,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Cyclopsettidae,Citharichthys,Citharichthys arctifrons,best hit,Paralichthyidae,Citharichthys,Gulf Stream flounder,demersal,NA,NA,,
443,ASV716,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,best hit,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
444,ASV717,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,best hit,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
445,ASV718,species,Triglops murrayi,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Triglops,Triglops murrayi,lca,Cottidae,Triglops,Moustache sculpin,demersal,non-migratory,of no interest,,
446,ASV719,family,Labridae,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,no identification,no identification,lca,NA,NA,NA,NA,NA,NA,,
447,ASV720,family,Gadidae,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,no identification,no identification,lca,NA,NA,NA,NA,NA,NA,,
448,ASV722,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
449,ASV723,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,lca,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
450,ASV725,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,lca,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
451,ASV728,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,best hit,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
452,ASV732,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,lca,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
453,ASV738,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,lca,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
454,ASV739,species,Gadus morhua,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,best hit,Gadidae,Gadus,Atlantic cod,benthopelagic,oceanodromous,highly commercial,,
455,ASV746,species,Ammodytes dubius,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes dubius,best hit,Ammodytidae,Ammodytes,Northern sand lance,demersal,NA,of potential interest,,
456,ASV748,species,Mallotus villosus,Eukaryota,Chordata,Actinopteri,Osmeriformes,Salangidae,Mallotus,Mallotus villosus,best hit,Osmeridae,Mallotus,Capelin,pelagic-oceanic,anadromous,highly commercial,,
457,ASV755,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,lca,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
458,ASV758,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,lca,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
459,ASV768,species,Hippoglossoides platessoides,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides,best hit,Pleuronectidae,Hippoglossoides,American plaice,demersal,oceanodromous,highly commercial,,
460,ASV771,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,best hit,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
461,ASV774,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,lca,NA,NA,NA,NA,NA,NA,,
462,ASV775,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,best hit,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
463,ASV782,family,Osmeridae,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,no identification,no identification,lca,NA,NA,NA,NA,NA,NA,,
464,ASV783,genus,Salvelinus,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification,lca,NA,NA,NA,NA,NA,NA,,
465,ASV785,species,Ceratoscopelus maderensis,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,Ceratoscopelus maderensis,best hit,Myctophidae,Ceratoscopelus,Madeira lantern fish,bathypelagic,oceanodromous,NA,,
466,ASV791,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
467,ASV792,species,Scomber scombrus,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,lca,Scombridae,Scomber,Atlantic mackerel,pelagic-neritic,oceanodromous,highly commercial,,
468,ASV796,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,best hit,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
469,ASV798,species,Homo sapiens,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,best hit,NA,NA,NA,NA,NA,NA,,
470,ASV800,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,best hit,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
471,ASV801,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
472,ASV803,species,Merluccius bilinearis,Eukaryota,Chordata,Actinopteri,Gadiformes,Merlucciidae,Merluccius,Merluccius bilinearis,lca,Merlucciidae,Merluccius,Silver hake,demersal,oceanodromous,highly commercial,,
473,ASV807,genus,Pholis,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,no identification,lca,NA,NA,NA,NA,NA,NA,,
474,ASV809,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,lca,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
475,ASV813,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,lca,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
476,ASV816,species,Pholis gunnellus,Eukaryota,Chordata,Actinopteri,Perciformes,Pholidae,Pholis,Pholis gunnellus,best hit,Pholidae,Pholis,Rock gunnel,demersal,non-migratory,of no interest,,
477,ASV817,species,Notoscopelus elongatus,Eukaryota,Chordata,Actinopteri,Myctophiformes,Myctophidae,Notoscopelus,Notoscopelus elongatus,best hit,NA,NA,NA,NA,NA,NA,,"Lanternfish ""endemic"" to Mediteranean, but has many GBIF records across N Atlantic"
478,ASV819,species,Menidia menidia,Eukaryota,Chordata,Actinopteri,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,lca,Atherinopsidae,Menidia,Atlantic silverside,pelagic-neritic,oceanodromous,minor commercial,,
479,ASV820,species,Urophycis chuss,Eukaryota,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Urophycis chuss,lca,Phycidae,Urophycis,Red hake,demersal,oceanodromous,commercial,,
480,ASV821,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,NA,NA,NA,NA,NA,NA,,
481,ASV825,species,Gasterosteus aculeatus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,best hit,Gasterosteidae,Gasterosteus,Three-spined stickleback,benthopelagic,anadromous,minor commercial,,
482,ASV829,species,Lophius americanus,Eukaryota,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,Lophius americanus,best hit,Lophiidae,Lophius,American angler,demersal,oceanodromous,highly commercial,,
483,ASV832,species,Apeltes quadracus,Eukaryota,Chordata,Actinopteri,Perciformes,Gasterosteidae,Apeltes,Apeltes quadracus,lca,Gasterosteidae,Apeltes,Fourspine stickleback,benthopelagic,NA,commercial,,
484,ASV837,species,Salmo trutta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta,best hit,Salmonidae,Salmo,Sea trout,pelagic-neritic,anadromous,commercial,,
485,ASV838,species,Tautogolabrus adspersus,Eukaryota,Chordata,Actinopteri,Labriformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,best hit,Labridae,Tautogolabrus,Cunner,reef-associated,NA,commercial,,
486,ASV839,species,Alosa aestivalis,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa aestivalis,best hit,Alosidae,Alosa,Blueback shad,pelagic-neritic,anadromous,commercial,,
487,ASV841,species,Ammodytes marinus,Eukaryota,Chordata,Actinopteri,Uranoscopiformes,Ammodytidae,Ammodytes,Ammodytes marinus,best hit,Ammodytidae,Ammodytes,Lesser sand-eel,benthopelagic,NA,commercial,,
488,ASV842,species,Salmo trutta,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo trutta,best hit,Salmonidae,Salmo,Sea trout,pelagic-neritic,anadromous,commercial,,
489,ASV843,genus,Alosa,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,no identification,lca,NA,NA,NA,NA,NA,NA,,
490,ASV844,species,Bos taurus,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,best hit,NA,NA,NA,NA,NA,NA,,
491,ASV847,genus,Gadus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,no identification,lca,NA,NA,NA,NA,NA,NA,,
492,ASV848,species,Salvelinus fontinalis x Salvelinus malma,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus fontinalis x Salvelinus malma,best hit,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,"malma is Pacific, Brook trout more plausible"
493,ASV849,genus,Salvelinus,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,no identification,lca,NA,NA,NA,NA,NA,NA,,
494,ASV851,species,Osmerus mordax,Eukaryota,Chordata,Actinopteri,Osmeriformes,Osmeridae,Osmerus,Osmerus mordax,best hit,Osmeridae,Osmerus,Rainbow smelt,pelagic-oceanic,anadromous,commercial,,
495,ASV852,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
496,ASV858,species,Salmo salar,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,best hit,Salmonidae,Salmo,Atlantic salmon,benthopelagic,anadromous,highly commercial,,
497,ASV859,species,Clupea harengus,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,best hit,Clupeidae,Clupea,Atlantic herring,benthopelagic,oceanodromous,highly commercial,,
498,ASV862,species,Myoxocephalus aenaeus,Eukaryota,Chordata,Actinopteri,Perciformes,Cottidae,Myoxocephalus,Myoxocephalus aenaeus,lca,Cottidae,Myoxocephalus,Grubby,demersal,NA,NA,,
499,ASV863,genus,Gadus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,no identification,lca,NA,NA,NA,NA,NA,NA,,
500,ASV870,species,Melanogrammus aeglefinus,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,best hit,Gadidae,Melanogrammus,Haddock,demersal,oceanodromous,highly commercial,,
501,ASV873,species,Fundulus heteroclitus,Eukaryota,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus heteroclitus,best hit,Fundulidae,Fundulus,Mummichog,benthopelagic,non-migratory,commercial,,
