"","ASV","#lca rank","#lca taxon","#kingdom","#phylum","#class","#order","#family","#genus","#species","#method","tax_status","family","genus","FBname","DemersPelag","AnaCat","Importance"
"360","ASV613","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"361","ASV614","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","best hit","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"362","ASV615","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","best hit","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"363","ASV617","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"364","ASV621","genus","Myoxocephalus","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"365","ASV624","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"366","ASV629","species","Sebastes mentella","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mentella","best hit","Has data","Sebastidae","Sebastes","Beaked redfish","bathypelagic","oceanodromous","commercial"
"367","ASV633","species","Ceratoscopelus maderensis","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis","best hit","Has data","Myctophidae","Ceratoscopelus","Madeira lantern fish","bathypelagic","oceanodromous",NA
"368","ASV634","species","Hippoglossoides platessoides","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","best hit","Has data","Pleuronectidae","Hippoglossoides","American plaice","demersal","oceanodromous","highly commercial"
"369","ASV635","genus","Fundulus","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Fundulus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"370","ASV636","species","Microgadus tomcod","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Microgadus","Microgadus tomcod","best hit","Has data","Gadidae","Microgadus","Atlantic tomcod","demersal","anadromous","minor commercial"
"371","ASV638","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"372","ASV640","species","Fundulus heteroclitus","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","best hit","Has data","Fundulidae","Fundulus","Mummichog","benthopelagic","non-migratory","commercial"
"373","ASV642","species","Gadus morhua","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","best hit","Has data","Gadidae","Gadus","Atlantic cod","benthopelagic","oceanodromous","highly commercial"
"374","ASV643","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"375","ASV644","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","best hit","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"376","ASV647","genus","Gadus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"377","ASV649","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","best hit","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"378","ASV650","genus","Gadus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"379","ASV653","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"380","ASV655","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","lca","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"381","ASV657","species","Syngnathus fuscus","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus fuscus","best hit","Has data","Syngnathidae","Syngnathus","Northern pipefish","demersal","amphidromous",NA
"382","ASV661","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"383","ASV668","species","Salmo trutta","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo trutta","best hit","Has data","Salmonidae","Salmo","Sea trout","pelagic-neritic","anadromous","commercial"
"384","ASV669","species","Tautogolabrus adspersus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","best hit","Has data","Labridae","Tautogolabrus","Cunner","reef-associated",NA,"commercial"
"385","ASV671","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"386","ASV672","family","Osmeridae","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","no identification","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"387","ASV673","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"388","ASV675","genus","Gasterosteus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"389","ASV676","species","Chauliodus sloani","Eukaryota","Chordata","Actinopteri","Stomiiformes","Stomiidae","Chauliodus","Chauliodus sloani","best hit","Has data","Stomiidae","Chauliodus","Sloane's viperfish","bathypelagic",NA,NA
"390","ASV677","species","Sebastes mentella","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mentella","best hit","Has data","Sebastidae","Sebastes","Beaked redfish","bathypelagic","oceanodromous","commercial"
"391","ASV678","species","Alosa pseudoharengus","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa pseudoharengus","best hit","Has data","Alosidae","Alosa","Alewife","pelagic-neritic","anadromous","commercial"
"392","ASV679","species","Scomber scombrus","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus","best hit","Has data","Scombridae","Scomber","Atlantic mackerel","pelagic-neritic","oceanodromous","highly commercial"
"393","ASV683","species","Clupea harengus","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","best hit","Has data","Clupeidae","Clupea","Atlantic herring","benthopelagic","oceanodromous","highly commercial"
"394","ASV685","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","lca","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"395","ASV687","species","Gadus morhua","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","best hit","Has data","Gadidae","Gadus","Atlantic cod","benthopelagic","oceanodromous","highly commercial"
"396","ASV688","species","Ceratoscopelus maderensis","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis","best hit","Has data","Myctophidae","Ceratoscopelus","Madeira lantern fish","bathypelagic","oceanodromous",NA
"397","ASV690","species","Melanogrammus aeglefinus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","best hit","Has data","Gadidae","Melanogrammus","Haddock","demersal","oceanodromous","highly commercial"
"398","ASV695","species","Pholis gunnellus","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis gunnellus","best hit","Has data","Pholidae","Pholis","Rock gunnel","demersal","non-migratory","of no interest"
"399","ASV696","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"400","ASV697","species","Alosa pseudoharengus","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa pseudoharengus","best hit","Has data","Alosidae","Alosa","Alewife","pelagic-neritic","anadromous","commercial"
"401","ASV699","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"402","ASV702","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"403","ASV703","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"404","ASV708","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"405","ASV710","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","best hit","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"406","ASV715","species","Citharichthys arctifrons","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys arctifrons","best hit","Has data","Paralichthyidae","Citharichthys","Gulf Stream flounder","demersal",NA,NA
"407","ASV716","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","best hit","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"408","ASV717","species","Tautogolabrus adspersus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","best hit","Has data","Labridae","Tautogolabrus","Cunner","reef-associated",NA,"commercial"
"409","ASV718","species","Triglops murrayi","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Triglops","Triglops murrayi","lca","Has data","Cottidae","Triglops","Moustache sculpin","demersal","non-migratory","of no interest"
"410","ASV719","family","Labridae","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","no identification","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"411","ASV720","family","Gadidae","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","no identification","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"412","ASV722","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"413","ASV723","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","lca","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"414","ASV725","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","lca","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"415","ASV728","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","best hit","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"416","ASV732","species","Tautogolabrus adspersus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","lca","Has data","Labridae","Tautogolabrus","Cunner","reef-associated",NA,"commercial"
"417","ASV738","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","lca","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"418","ASV739","species","Gadus morhua","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","best hit","Has data","Gadidae","Gadus","Atlantic cod","benthopelagic","oceanodromous","highly commercial"
"419","ASV746","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"420","ASV748","species","Mallotus villosus","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","Mallotus villosus","best hit","Has data","Osmeridae","Mallotus","Capelin","pelagic-oceanic","anadromous","highly commercial"
"421","ASV755","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","lca","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"422","ASV758","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","lca","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"423","ASV768","species","Hippoglossoides platessoides","Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides platessoides","best hit","Has data","Pleuronectidae","Hippoglossoides","American plaice","demersal","oceanodromous","highly commercial"
"424","ASV771","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","best hit","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"425","ASV775","species","Tautogolabrus adspersus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","best hit","Has data","Labridae","Tautogolabrus","Cunner","reef-associated",NA,"commercial"
"426","ASV782","family","Osmeridae","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","no identification","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"427","ASV783","genus","Salvelinus","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"428","ASV785","species","Ceratoscopelus maderensis","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus maderensis","best hit","Has data","Myctophidae","Ceratoscopelus","Madeira lantern fish","bathypelagic","oceanodromous",NA
"429","ASV791","species","Clupea harengus","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","best hit","Has data","Clupeidae","Clupea","Atlantic herring","benthopelagic","oceanodromous","highly commercial"
"430","ASV792","species","Scomber scombrus","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber scombrus","lca","Has data","Scombridae","Scomber","Atlantic mackerel","pelagic-neritic","oceanodromous","highly commercial"
"431","ASV796","species","Tautogolabrus adspersus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","best hit","Has data","Labridae","Tautogolabrus","Cunner","reef-associated",NA,"commercial"
"432","ASV800","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","best hit","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"433","ASV801","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"434","ASV803","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","lca","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"435","ASV807","genus","Pholis","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"436","ASV809","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","lca","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"437","ASV813","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","lca","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"438","ASV816","species","Pholis gunnellus","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis gunnellus","best hit","Has data","Pholidae","Pholis","Rock gunnel","demersal","non-migratory","of no interest"
"439","ASV817","species","Notoscopelus elongatus","Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus elongatus","best hit","Has data",NA,NA,NA,NA,NA,NA
"440","ASV819","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","lca","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"441","ASV820","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","lca","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"442","ASV825","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","best hit","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"443","ASV829","species","Lophius americanus","Eukaryota","Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius americanus","best hit","Has data","Lophiidae","Lophius","American angler","demersal","oceanodromous","highly commercial"
"444","ASV832","species","Apeltes quadracus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Apeltes","Apeltes quadracus","lca","Has data","Gasterosteidae","Apeltes","Fourspine stickleback","benthopelagic",NA,"commercial"
"445","ASV837","species","Salmo trutta","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo trutta","best hit","Has data","Salmonidae","Salmo","Sea trout","pelagic-neritic","anadromous","commercial"
"446","ASV838","species","Tautogolabrus adspersus","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","best hit","Has data","Labridae","Tautogolabrus","Cunner","reef-associated",NA,"commercial"
"447","ASV839","species","Alosa aestivalis","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa aestivalis","best hit","Has data","Alosidae","Alosa","Blueback shad","pelagic-neritic","anadromous","commercial"
"448","ASV841","species","Ammodytes marinus","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes marinus","best hit","Has data","Ammodytidae","Ammodytes","Lesser sand-eel","benthopelagic",NA,"commercial"
"449","ASV842","species","Salmo trutta","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo trutta","best hit","Has data","Salmonidae","Salmo","Sea trout","pelagic-neritic","anadromous","commercial"
"450","ASV843","genus","Alosa","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"451","ASV847","genus","Gadus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"452","ASV848","species","Salvelinus fontinalis x Salvelinus malma","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis x Salvelinus malma","best hit","Has data",NA,NA,NA,NA,NA,NA
"453","ASV849","genus","Salvelinus","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"454","ASV851","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"455","ASV852","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"456","ASV858","species","Salmo salar","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Salmo salar","best hit","Has data","Salmonidae","Salmo","Atlantic salmon","benthopelagic","anadromous","highly commercial"
"457","ASV859","species","Clupea harengus","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","best hit","Has data","Clupeidae","Clupea","Atlantic herring","benthopelagic","oceanodromous","highly commercial"
"458","ASV862","species","Myoxocephalus aenaeus","Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Myoxocephalus aenaeus","lca","Has data","Cottidae","Myoxocephalus","Grubby","demersal",NA,NA
"459","ASV863","genus","Gadus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"460","ASV870","species","Melanogrammus aeglefinus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","best hit","Has data","Gadidae","Melanogrammus","Haddock","demersal","oceanodromous","highly commercial"
"461","ASV873","species","Fundulus heteroclitus","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Fundulidae","Fundulus","Fundulus heteroclitus","best hit","Has data","Fundulidae","Fundulus","Mummichog","benthopelagic","non-migratory","commercial"
"462","ASV876","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","best hit","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"463","ASV877","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","lca","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"464","ASV889","species","Osmerus mordax","Eukaryota","Chordata","Actinopteri","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax","best hit","Has data","Osmeridae","Osmerus","Rainbow smelt","pelagic-oceanic","anadromous","commercial"
"465","ASV890","species","Syngnathus fuscus","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus fuscus","best hit","Has data","Syngnathidae","Syngnathus","Northern pipefish","demersal","amphidromous",NA
"466","ASV892","species","Gadus morhua","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus morhua","best hit","Has data","Gadidae","Gadus","Atlantic cod","benthopelagic","oceanodromous","highly commercial"
"467","ASV893","species","Oncorhynchus mykiss","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","best hit","Has data","Salmonidae","Oncorhynchus","Rainbow trout","benthopelagic","anadromous","highly commercial"
"468","ASV895","species","Ammodytes dubius","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius","best hit","Has data","Ammodytidae","Ammodytes","Northern sand lance","demersal",NA,"of potential interest"
"469","ASV898","species","Pholis gunnellus","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis gunnellus","lca","Has data","Pholidae","Pholis","Rock gunnel","demersal","non-migratory","of no interest"
"470","ASV902","species","Scomberesox saurus","Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Scomberesox","Scomberesox saurus","best hit","Has data","Scomberesocidae","Scomberesox","Atlantic saury","pelagic-oceanic","oceanodromous","minor commercial"
"471","ASV905","species","Apeltes quadracus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Apeltes","Apeltes quadracus","lca","Has data","Gasterosteidae","Apeltes","Fourspine stickleback","benthopelagic",NA,"commercial"
"472","ASV906","genus","Ammodytes","Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"473","ASV912","species","Melanogrammus aeglefinus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","best hit","Has data","Gadidae","Melanogrammus","Haddock","demersal","oceanodromous","highly commercial"
"474","ASV913","species","Urophycis chuss","Eukaryota","Chordata","Actinopteri","Gadiformes","Phycidae","Urophycis","Urophycis chuss","best hit","Has data","Phycidae","Urophycis","Red hake","demersal","oceanodromous","commercial"
"475","ASV917","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","best hit","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"476","ASV920","species","Clupea harengus","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea harengus","lca","Has data","Clupeidae","Clupea","Atlantic herring","benthopelagic","oceanodromous","highly commercial"
"477","ASV929","species","Gasterosteus aculeatus","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus","lca","Has data","Gasterosteidae","Gasterosteus","Three-spined stickleback","benthopelagic","anadromous","minor commercial"
"478","ASV930","genus","Gadus","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
"479","ASV932","species","Menidia menidia","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","Menidia menidia","lca","Has data","Atherinopsidae","Menidia","Atlantic silverside","pelagic-neritic","oceanodromous","minor commercial"
"480","ASV934","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","lca","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"481","ASV940","species","Merluccius bilinearis","Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","lca","Has data","Merlucciidae","Merluccius","Silver hake","demersal","oceanodromous","highly commercial"
"482","ASV941","family","Gadidae","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","no identification","no identification","lca","Has data",NA,NA,NA,NA,NA,NA
